"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
37,"NCT04352764","ANTIBODY BASED TESTS FOR SARSCoV-2 COVID-19) - Evaluation of Patients and Healthcare Providers in the Confines of Healthcare Settings",,"Recruiting","No Results Available","Covid19","Diagnostic Test: CoronaCideTM COVID-19 IgM/IgG Rapid Test and Premier Biotech COVID-19 IgM/IgG Rapid Test","prevalence of COVID-19 exposure|correlation between the test results with the presence or lack of COVID-19 symptoms or illness|correlate pre-existing risk factors with test results and baseline symptoms|correlate subsequent healthcare utilization with test results and baseline symptoms","Texas Cardiac Arrhythmia Research Foundation","All","Child, Adult, Older Adult",,"5000","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","TCAI_COVID-19","March 27, 2020","December 31, 2020","January 31, 2021","April 20, 2020",,"April 27, 2020","St. David's Medical Center, Austin, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04352764"
38,"NCT04347174","A Clinical Trial of Mycobacterium w in Critically Ill COVID 19 Patients",,"Recruiting","No Results Available","COVID-19","Drug: Suspension of heat killed (autoclaved) Mycobacterium w|Drug: Standard therapy of COVID-19","Sequential Organ Failure Assessment (SOFA) scores|7-category ordinal scale that ranges from 1 (not hospitalized with resumption of normal activities) to 7 (death)|All-cause mortality|Incidence of AE / SAE or event of clinical significance|SARS-CoV-2 detectable in nasal or oropharyngeal (OP) sample|ICU length of stay|Duration of mechanical ventilation|Duration of hospitalization|Clinical improvement|Time (in days) from treatment initiation to death","Cadila Pharnmaceuticals|Council of Scientific and Industrial Research, India","All","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CRSC20004","April 30, 2020","June 30, 2020","July 30, 2020","April 15, 2020",,"June 11, 2020","All India Institute of Medical Science, Raipur, Raipur, Chhattisgarh, India|All India Institute of Medical Sciences, Bhopal, Bhopal, Madhya Pradesh, India|Postgraduate Institute of Medical Education and Research, Chandigarh, India|All lndia Institute of Medical Science, Delhi, Delhi, India",,"https://ClinicalTrials.gov/show/NCT04347174"
39,"NCT04345679","Anti COVID-19 Convalescent Plasma Therapy",,"Not yet recruiting","No Results Available","COVID 19","Biological: anti-SARS-CoV-2 convalescent plasma","Changing of viral load of SARS-CoV2|Changes in immunglobulin G COVID-19 antibody titer|Changes at the cytokine pattern|Intensive Care Unit Admission|Length of hospital stay|Duration of mechanical ventilation|Clinical Status|Mortality","Orthosera Kft.|Semmelweis University|University of Pécs|Hungarian National Blood Service|Humán Bioplazma Kft - Kedrion","All","18 Years and older   (Adult, Older Adult)","Early Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AntiCOVID19ORT","April 14, 2020","June 1, 2020","April 1, 2021","April 14, 2020",,"April 24, 2020",,,"https://ClinicalTrials.gov/show/NCT04345679"
40,"NCT04318301","Hypertension in Patients Hospitalized With COVID-19","HT-COVID19","Completed","No Results Available","COVID-19|Hypertension",,"Rate of Death|the severity of pneumonia","Zhenhua Zen|Nanfang Hospital of Southern Medical University","All","18 Years to 100 Years   (Adult, Older Adult)",,"275","Other","Observational","Observational Model: Case-Control|Time Perspective: Retrospective","HT-COVID19","March 21, 2020","March 28, 2020","March 30, 2020","March 23, 2020",,"April 29, 2020","Hankou Hospital, Hankou, Hubei, China",,"https://ClinicalTrials.gov/show/NCT04318301"
41,"NCT04347850","A Cohort of Patients With Possible or Confirmed SARS-CoV-2 (COVID-19)","COVIDothèque","Recruiting","No Results Available","SARS-CoV-2|COVID-19","Other: blood sample","Number of confirmed COVID-19|Number of severe COVID-19","University Hospital, Montpellier","All","Child, Adult, Older Adult",,"500","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","RECHMPL20_0185","February 1, 2020","December 1, 2022","December 30, 2022","April 15, 2020",,"April 16, 2020","Uh Montpellier, Montpellier, France",,"https://ClinicalTrials.gov/show/NCT04347850"
42,"NCT04332380","Convalescent Plasma for Patients With COVID-19: A Pilot Study","CP-COVID-19","Not yet recruiting","No Results Available","Coronavirus|Coronavirus Infection","Drug: Plasma","Change in Viral Load|Change in Immunoglobulin M COVID-19 antibodies Titers|Change in Immunoglobulin G COVID-19 antibodies Titers|Intensive Care Unit Admission|Length of Intensive Care Unit stay|Length of hospital stay (days)|Requirement of mechanical ventilation|Duration (days) of mechanical ventilation|Clinical status assessed according to the World Health Organization guideline|Mortality","Universidad del Rosario|CES University|Instituto Distrital de Ciencia Biotecnologia e Innovacion en salud|Fundación Universitaria de Ciencias de la Salud","All","18 Years to 60 Years   (Adult)","Phase 2","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ABN011-1","May 1, 2020","August 31, 2020","December 31, 2020","April 2, 2020",,"April 28, 2020","Universidad del Rosario, Bogota, Cundinamarca, Colombia",,"https://ClinicalTrials.gov/show/NCT04332380"
43,"NCT04445415","Diagnostic Value of New COVID-19 Antibodies Testing Among Laboratory Healthcare Workers",,"Not yet recruiting","No Results Available","COVID-19","Diagnostic Test: COVID-19 antibodies testing","diagnostic value of COVID-19 antibodies testing|Role of COVID -19 Antibodies testing in treatment of Patients|Assement of COVID -19 prevalence among healthcare workers","Assiut University","All","Child, Adult, Older Adult",,"250","Other","Observational","Observational Model: Case-Only|Time Perspective: Retrospective","COVID-19 antibodies testing","July 1, 2020","June 1, 2021","September 1, 2021","June 24, 2020",,"June 24, 2020",,,"https://ClinicalTrials.gov/show/NCT04445415"
44,"NCT04412486","COVID-19 Convalescent Plasma (CCP) Transfusion",,"Recruiting","No Results Available","COVID-19","Biological: COVID Convalescent Plasma","Change in PaO2/FiO2 after CCP transfusion.|Change in pulse oximetry status after CCP transfusion.|Change in aO2 after CCP transfusion.|Change in respiratory rate after CCP transfusion.|Change in intubation status after CCP transfusion.|Change in Sequential Organ Failure Assessment (SOFA).|Change in 8-point ordinal clinical deterioration scale.|Length of ICU/hospital stay.|Development of plasma transfusion reactions.|Development of immune complex disorders.|Change in anti CoV-2 IgM and IgG levels.","Gailen D. Marshall Jr., MD PhD|University of Mississippi Medical Center","All","18 Years and older   (Adult, Older Adult)","Early Phase 1","100","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2020-0137","June 1, 2020","May 31, 2022","May 31, 2022","June 2, 2020",,"July 2, 2020","University of Mississippi Medical Center, Jackson, Mississippi, United States",,"https://ClinicalTrials.gov/show/NCT04412486"
45,"NCT04421625","Patients and Health Staff of Cancer Centres During the Covid-19 Pandemic","PAPESCO-19","Not yet recruiting","No Results Available","COVID-19","Diagnostic Test: Diagnostic test for SARS-Cov2 for patients and health staff","Establishment of a clinical basis for to describe the number and severity of Covid-19 infections in Cancer centres staff and patients.|Establishment of a biological basis for to describe the number and severity of Covid-19 infections in Cancer centres staff and patients.|Dosage of IgM and IgG anti SARS-CoV2|Evaluate the diagnostic performance of the minute test for IgM|Evaluate the quantification of IgG in long term (M12) in the Cancer Centres populations|Evaluate the frequency of reinfections among the persons who have developed IgG|Evaluate the threshold of protective IgG among the subjects who have developed IgG|Evaluate the influence of polymorphisms of receptor of IgG Fc-gamma low-affinity (FcδIIA, FcδIIIa) on the humoral immune response|Evaluate the severity of Covid-19 infection (invisible, visible, prolonged, severe and fatal) by age group|Evaluate the frequency of reinfection by Covid-19 (recurrence of evocative clinical symptoms and positive viral PCR or positive IgM serology) during follow-up|Evaluate the risk factors (clinical and therapeutic) to develop severe forms of Covid-19 infection in patients|Evaluate the changes in health care practice|Evaluate the resources associated with organizational changes|Evaluate the allocated resources|Evaluate the incidence of Covid-19 infections|Evaluate the distribution of risk factors for contamination in patients and in the general population|Evaluate the anxiety state over time|Evaluate the depression over time|Evaluate the post-traumatic developments|Evaluate the change in health care change frequency|Evaluate the number of patients concerned by health care changes|Evaluate the rate of morbidity|Evaluate the rate of mortality","Institut Cancerologie de l'Ouest","All","18 Years and older   (Adult, Older Adult)","Not Applicable","12000","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening","ICO-2020-16","June 15, 2020","June 15, 2022","June 15, 2022","June 9, 2020",,"June 9, 2020","Institut de Cancerologie de l'Ouest, Angers, France",,"https://ClinicalTrials.gov/show/NCT04421625"
46,"NCT04370288","Clinical Application of Methylene Blue for Treatment of Covid-19 Patients","Covid-19","Recruiting","No Results Available","Covid-19","Drug: MCN (Methylene blue, vitamin C, N-acetyl cysteine)","Proportion of patients remaining free of need for mechanical ventilation in both groups|Mortality rate in both groups|Improvement in Pa02/Fi02 ratio in both groups|Duration of hospital stay in both group.|Duration of Intensive Care Unit stay in both groups|Days free of dialysis in both groups|C-reactive proteins|WBC Count","Mashhad University of Medical Sciences","All","18 Years to 90 Years   (Adult, Older Adult)","Phase 1","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","IR.MUMS.REC.1399.122","April 19, 2020","September 20, 2020","September 21, 2020","April 30, 2020",,"May 4, 2020","Imam Reza Hospital, Mashhad, Razavi Khorasan, Iran, Islamic Republic of",,"https://ClinicalTrials.gov/show/NCT04370288"
47,"NCT04391738","Association Between BMI and COVID-19","BMI-SARS-CoV-2","Active, not recruiting","No Results Available","SARS-CoV 2","Other: Patients admitted to Intensive Care Unit with SARS-CoV2","Relationship between body mass index (BMI) and SARS-CoV-2|Associations between BMI and outcomes is independent of the known cardiometabolic risk factors|Investigate the modifying effects of age and sex on the associations between BMI and outcome: Invasive mechanical ventilation|Investigate the modifying effects of age and sex on the associations between BMI and outcome: mortality","University Hospital, Lille","All","18 Years and older   (Adult, Older Adult)",,"1200","Other","Observational","Observational Model: Cohort|Time Perspective: Retrospective","DEC20-095","February 1, 2020","May 15, 2020","September 30, 2020","May 18, 2020",,"May 20, 2020","Centre Hospitalier Régional & Universitaire de Lille (CHRU), Lille, France",,"https://ClinicalTrials.gov/show/NCT04391738"
48,"NCT04410471","Humoral Immunity Against SARS-CoV-2 in Liver Transplanted Patients After COVID-19 in Comparison With Immunocompetent Patients",,"Recruiting","No Results Available","Liver Transplant Infection|Covid19|Mortality|Immune Response","Diagnostic Test: CLIA of IgG and IgM against SARS-Cov-2","Incidence of IgG against SARS-CoV-2|titration and evolution of humoral response (IgG) along first 12 months after having Covid-19|Reinfection of Covid-19","Magdalena Salcedo|Hospital General Universitario Gregorio Marañon","All","18 Years to 100 Years   (Adult, Older Adult)",,"300","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","Sero-Covid19_TH","May 29, 2020","May 29, 2020","June 30, 2021","June 1, 2020",,"June 2, 2020","Victor Fernandez Alonso, Madrid, Spain|Victor Fernández Alonso, Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT04410471"
49,"NCT04355741","Gut Microbiota, ""Spark and Flame"" of COVID-19 Disease",,"Recruiting","No Results Available","COVID-19","Other: Exposure","Differences in gut microbiota composition between COVID-19 patients with different degrees of disease severity.|Differences in gut microbiota composition between COVID-19 patients in relation to mortality.|Differences in gut microbiota composition between COVID-19 patients in relation to length of stay in hospitals.|Differences in gut microbiota composition between COVID-19 patients in relation to duration of mechanical ventilation.","Universidade Nova de Lisboa|NOVA Medical School of Universidade NOVA de Lisboa|Hospital de São Francisco Xavier, Centro Hospitalar de Lisboa Ocidental|Centro Hospitalar Universitário São João|CUF Academic and Research Medical Center|Hospital CUF Infante Santo, S.A.|Centro de Medicina Laboratorial Germano de Sousa, S.A.|CINTESIS - Center for Health Technology and Services Research","All","18 Years and older   (Adult, Older Adult)",,"60","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","COVID19_Microbiota","April 20, 2020","July 2020","December 2020","April 21, 2020",,"June 29, 2020","Hospital CUF Infante Santo, S.A., Lisbon, Portugal|Hospital de São Francisco Xavier, Lisbon, Portugal|Centro Hospitalar Universitário São João, Oporto, Portugal",,"https://ClinicalTrials.gov/show/NCT04355741"
